5.336699231206312e-03 2.596593587411403e+02 3.530255478639127e+02 4.231185783485162e+02 4.797786825910458e+02
5.722367659350220e-03 2.407267368225988e+02 3.256334832536058e+02 3.890464329012859e+02 4.397172878448531e+02
6.135907273413176e-03 2.230626501557424e+02 3.001955427585858e+02 3.575090113012085e+02 4.027610290541315e+02
6.579332246575682e-03 2.065858081167051e+02 2.765812001111710e+02 3.283300337633576e+02 3.686844628418543e+02
7.054802310718645e-03 1.912201703955677e+02 2.546683519982379e+02 3.013449094835672e+02 3.372776857013589e+02
7.564633275546291e-03 1.768945982051594e+02 2.343427745376742e+02 2.763999788191741e+02 3.083452997207904e+02
8.111308307896872e-03 1.635425287183636e+02 2.154976153887349e+02 2.533518045675040e+02 2.817054459405494e+02
8.697490026177835e-03 1.511016711949015e+02 1.980329191421244e+02 2.320665091351674e+02 2.571889009398087e+02
9.326033468832200e-03 1.395137233632208e+02 1.818551837913103e+02 2.124191546018528e+02 2.346382325355216e+02
1.000000000000000e-02 1.287241067206539e+02 1.668769462318516e+02 1.942931628790295e+02 2.139070107458782e+02
1.072267222010323e-02 1.186817195059611e+02 1.530163948711121e+02 1.775797733477484e+02 1.948590704211428e+02
1.149756995397736e-02 1.093387061831068e+02 1.401970075572576e+02 1.621775355313916e+02 1.773678221793460e+02
1.232846739442066e-02 1.006502423540485e+02 1.283472131545346e+02 1.479918345195861e+02 1.613156085035255e+02
1.321941148466029e-02 9.257433409180453e+01 1.174000752020604e+02 1.349344470093158e+02 1.465931020620774e+02
1.417474162926806e-02 8.507163075344489e+01 1.072929961962489e+02 1.229231259692349e+02 1.330987435052680e+02
1.519911082952934e-02 7.810525039623319e+01 9.796744113305500e+01 1.118812120639451e+02 1.207382161699181e+02
1.629750834620644e-02 7.164061697922973e+01 8.936867903590372e+01 1.017372700971896e+02 1.094239552915564e+02
1.747528400007684e-02 6.564530858751634e+01 8.144554127891240e+01 9.242474884706928e+01 9.907468947967328e+01
1.873817422860384e-02 6.008891596707802e+01 7.415019559321613e+01 8.388166277305730e+01 8.961501235784908e+01
2.009233002565047e-02 5.494291070551473e+01 6.743793471724977e+01 7.605029417426175e+01 8.097498240711884e+01
2.154434690031885e-02 5.018052243737999e+01 6.126697872007321e+01 6.887691447152690e+01 7.308974917860733e+01
2.310129700083161e-02 4.577662449327325e+01 5.559829009057608e+01 6.231152337299689e+01 6.589920416081104e+01
2.477076355991711e-02 4.170762744903905e+01 5.039540074497520e+01 5.630760476410322e+01 5.934765469844358e+01
2.656087782946687e-02 3.795138006576318e+01 4.562425016070406e+01 5.082189823894349e+01 5.338351946403859e+01
2.848035868435802e-02 3.448707714287023e+01 4.125303389685389e+01 4.581418526105185e+01 4.795904408095958e+01
3.053855508833415e-02 3.129517383572096e+01 3.725206181001195e+01 4.124708900793912e+01 4.303003558757315e+01
3.274549162877728e-02 2.835730601584906e+01 3.359362531988089e+01 3.708588701581929e+01 3.855561451750227e+01
3.511191734215131e-02 2.565621627654538e+01 3.025187312167145e+01 3.329833579890742e+01 3.449798345047557e+01
3.764935806792467e-02 2.317568520906873e+01 2.720269478213497e+01 2.985450667185239e+01 3.082221096270221e+01
4.037017258596556e-02 2.090046759550768e+01 2.442361169343334e+01 2.672663205449305e+01 2.749602997525429e+01
4.328761281083059e-02 1.881623318340972e+01 2.189367489399678e+01 2.388896158543328e+01 2.448964956395798e+01
4.641588833612779e-02 1.690951172490318e+01 1.959336929825968e+01 2.131762741513700e+01 2.177557935507082e+01
4.977023564332111e-02 1.516764197933330e+01 1.750452390783822e+01 1.899051809054481e+01 1.932846568783418e+01
5.336699231206310e-02 1.357872439358306e+01 1.561022760545301e+01 1.688716048180319e+01 1.712493877809692e+01
5.722367659350217e-02 1.213157718841674e+01 1.389475015983885e+01 1.498860923774565e+01 1.514347016684763e+01
6.135907273413173e-02 1.081569559252791e+01 1.234346809513269e+01 1.327734329043885e+01 1.336423978389856e+01
6.579332246575682e-02 9.621213978647912e+00 1.094279510190045e+01 1.173716896055937e+01 1.176901200034233e+01
7.054802310718646e-02 8.538870668220992e+00 9.680116689151069e+00 1.035312924473846e+01 1.034102008395253e+01
7.564633275546291e-02 7.559975182912513e+00 8.543728797484809e+00 9.111418893440096e+00 9.064858509606267e+00
8.111308307896872e-02 6.676377732711782e+00 7.522780113013230e+00 7.999304913543630e+00 7.926382612242674e+00
8.697490026177834e-02 5.880440741728866e+00 6.607217839949840e+00 7.005052153705604e+00 6.912615102999091e+00
9.326033468832200e-02 5.165012224057814e+00 5.787736706871824e+00 6.117853652884095e+00 6.011659000136890e+00
1.000000000000000e-01 4.523400833363027e+00 5.055730997659389e+00 5.327765453225574e+00 5.212616555324684e+00
1.072267222010323e-01 3.949352421193399e+00 4.403249413089469e+00 4.625645597935556e+00 4.505513782919045e+00
1.149756995397736e-01 3.437027950476726e+00 3.822952583048205e+00 4.003097052869673e+00 3.881230225198303e+00
1.232846739442066e-01 2.980982622204762e+00 3.308073062382188e+00 3.452414307475284e+00 3.331433610178480e+00
1.321941148466029e-01 2.576146084978941e+00 2.852377655576232e+00 2.966533426465693e+00 2.848519080783174e+00
1.417474162926805e-01 2.217803608816244e+00 2.450131926768509e+00 2.538985338293305e+00 2.425552694852801e+00
1.519911082952933e-01 1.901578116362934e+00 2.096066762128831e+00 2.163852160175083e+00 2.056218914861608e+00
1.629750834620645e-01 1.623412976360110e+00 1.785346861369358e+00 1.835726372180671e+00 1.734771824353967e+00
1.747528400007685e-01 1.379555475762632e+00 1.513541044160132e+00 1.549672664783259e+00 1.455989825102499e+00
1.873817422860385e-01 1.166540898230303e+00 1.276594265514665e+00 1.301192295356618e+00 1.215133584912311e+00
2.009233002565048e-01 9.811771476752067e-01 1.070801241820314e+00 1.086189799437806e+00 1.007907020928326e+00
2.154434690031884e-01 8.205298660404557e-01 8.927815961388147e-01 9.009419122212138e-01 8.304211173235791e-01
2.310129700083160e-01 6.819080043768539e-01 7.394564377169115e-01 7.420685647644893e-01 6.791603894326375e-01
2.477076355991711e-01 5.628498154446356e-01 6.080262963459890e-01 6.065058278309761e-01 5.509518188222544e-01
2.656087782946687e-01 4.611092443641067e-01 4.959503373128023e-01 4.914806842318691e-01 4.429360955404197e-01
2.848035868435802e-01 3.746427011347292e-01 4.009267872103598e-01 3.944875180389705e-01 3.525410149383211e-01
3.053855508833416e-01 3.015962049927482e-01 3.208745048516521e-01 3.132662162046623e-01 2.774568871087755e-01
3.274549162877728e-01 2.402928954238907e-01 2.539156349799012e-01 2.457817850624010e-01 2.156138272325946e-01
3.511191734215131e-01 1.892209080035654e-01 1.983592854460333e-01 1.902053910385276e-01 1.651608050925844e-01
3.764935806792468e-01 1.470216148681801e-01 1.526861711120931e-01 1.448967418922568e-01 1.244463418512756e-01
4.037017258596554e-01 1.124782292155398e-01 1.155341700933900e-01 1.083877322133013e-01 9.200075207926492e-02
4.328761281083057e-01 8.450477035938923e-02 8.568474036052619e-02 7.936728518403803e-02 6.651983920756302e-02
4.641588833612782e-01 6.213537992577946e-02 6.205014772268503e-02 5.666733241428134e-02 4.684996338018073e-02
4.977023564332114e-01 4.451396997600951e-02 4.366146080926301e-02 3.924988598807423e-02 3.197441253697308e-02
5.336699231206312e-01 3.088416920173294e-02 2.965727673380032e-02 2.619517328351456e-02 2.100102106107834e-02
5.722367659350220e-01 2.057951300830458e-02 1.927315617985434e-02 1.669082808788692e-02 1.315099631914138e-02
6.135907273413176e-01 1.301379758746441e-02 1.183177533064288e-02 1.002216492463353e-02 7.748933095086722e-03
6.579332246575682e-01 7.671491642323430e-03 6.733857012822885e-03 5.563613601422644e-03 4.214020974237217e-03
7.054802310718645e-01 4.098090540031408e-03 3.450049000702092e-03 2.771467990695952e-03 2.052482643890332e-03
7.564633275546291e-01 1.890364605875656e-03 1.514121290734625e-03 1.178223829120627e-03 8.513254541196098e-04
8.111308307896873e-01 6.867702607685621e-04 5.182512373631467e-04 3.889731160179929e-04 2.735497734662935e-04
8.697490026177834e-01 1.593740341508335e-04 1.119488297535490e-04 8.063553235533659e-05 5.504366165892882e-05
9.326033468832199e-01 1.202657379715985e-05 7.746441298865394e-06 5.323196165829836e-06 3.516214716070421e-06
1.000000000000000e+00 nan nan nan nan
